___November_2012_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
 119  19   57.00  -53.00        0.1905
 120  19   59.00  -53.00        0.2002
 121  19   61.00  -53.00        0.2034
 122  19   63.00  -53.00        0.2126
 123  19   65.00  -53.00        0.2217
 124  19   67.00  -53.00        0.2321
 125  19   69.00  -53.00        0.2630
 126  19   71.00  -53.00        0.2630
 127  19   73.00  -53.00        0.3818
 128  19   75.00  -53.00        0.3818
 129  19   77.00  -53.00        0.4990
 130  19   79.00  -53.00        0.5381
 131  19   81.00  -53.00        0.4920
 132  19   83.00  -53.00        0.4459
 133  19   85.00  -53.00        0.4574
 134  19   87.00  -53.00        0.4920
 135  19   89.00  -53.00        0.4920
 136  19   91.00  -53.00        0.6227
 137  19   93.00  -53.00        0.6227
 138  19   95.00  -53.00        0.6978
 139  19   97.00  -53.00        0.7228
 140  19   99.00  -53.00        0.7169
 141  19  101.00  -53.00        0.7111
 142  19  103.00  -53.00        0.7141
 143  19  105.00  -53.00        0.7230
 144  19  107.00  -53.00        0.7230
 145  19  109.00  -53.00        0.6644
 146  19  111.00  -53.00        0.6644
 147  19  113.00  -53.00        0.6042
 148  19  115.00  -53.00        0.5842
 149  19  117.00  -53.00        0.4992
 150  19  119.00  -53.00        0.4143
 151  19  121.00  -53.00        0.3844
 152  19  123.00  -53.00        0.2947
 153  19  125.00  -53.00        0.2947
 154  19  127.00  -53.00        0.3347
 155  19  129.00  -53.00        0.3347
 156  19  131.00  -53.00        0.2489
 157  19  133.00  -53.00        0.2204
 158  19  135.00  -53.00        0.2050
 159  19  137.00  -53.00        0.1897
 160  19  139.00  -53.00        0.1738
 161  19  141.00  -53.00        0.1262
 162  19  143.00  -53.00        0.1262
 163  19  145.00  -53.00        0.0476
 164  19  147.00  -53.00        0.0476
 165  19  149.00  -53.00       -0.0149
 166  19  151.00  -53.00       -0.0357
 167  19  153.00  -53.00       -0.0351
 168  19  155.00  -53.00       -0.0344
 169  19  157.00  -53.00        0.0241
 170  19  159.00  -53.00        0.1996
 171  19  161.00  -53.00        0.1996
 172  19  163.00  -53.00       -0.2126
 173  19  165.00  -53.00       -0.2126
 174  19  167.00  -53.00       -0.0293
 175  19  169.00  -53.00        0.0317
 176  19  171.00  -53.00       -0.1137
 177  19  173.00  -53.00       -0.2591
 178  19  175.00  -53.00       -0.2586
 179  19  177.00  -53.00       -0.2570
 180  19  179.00  -53.00       -0.2570
   1  20 -179.00  -51.00       -0.3823
   2  20 -177.00  -51.00       -0.3823
   3  20 -175.00  -51.00       -0.4230
   4  20 -173.00  -51.00       -0.4366
   5  20 -171.00  -51.00       -0.4005
   6  20 -169.00  -51.00       -0.3644
   7  20 -167.00  -51.00       -0.3003
   8  20 -165.00  -51.00       -0.1080
   9  20 -163.00  -51.00       -0.1080
  10  20 -161.00  -51.00        0.0899
  11  20 -159.00  -51.00        0.0899
  12  20 -157.00  -51.00        0.2050
  13  20 -155.00  -51.00        0.2434
  14  20 -153.00  -51.00        0.3146
  15  20 -151.00  -51.00        0.3858
  16  20 -149.00  -51.00        0.4037
  17  20 -147.00  -51.00        0.4574
  18  20 -145.00  -51.00        0.4574
  19  20 -143.00  -51.00        0.4750
  20  20 -141.00  -51.00        0.4750
  21  20 -139.00  -51.00        0.4783
  22  20 -137.00  -51.00        0.4794
  23  20 -135.00  -51.00        0.4873
  24  20 -133.00  -51.00        0.4951
  25  20 -131.00  -51.00        0.4556
  26  20 -129.00  -51.00        0.3369
  27  20 -127.00  -51.00        0.3369
  28  20 -125.00  -51.00        0.2271
  29  20 -123.00  -51.00        0.2271
  30  20 -121.00  -51.00        0.1457
  31  20 -119.00  -51.00        0.1186
  32  20 -117.00  -51.00        0.1049
  33  20 -115.00  -51.00        0.0912
  34  20 -113.00  -51.00        0.1080
  35  20 -111.00  -51.00        0.1585
  36  20 -109.00  -51.00        0.1585
  37  20 -107.00  -51.00        0.1125
  38  20 -105.00  -51.00        0.1125
  39  20 -103.00  -51.00        0.1145
  40  20 -101.00  -51.00        0.1152
  41  20  -99.00  -51.00        0.0841
  42  20  -97.00  -51.00        0.0531
  43  20  -95.00  -51.00        0.0619
  44  20  -93.00  -51.00        0.0884
  45  20  -91.00  -51.00        0.0884
  46  20  -89.00  -51.00        0.1328
  47  20  -87.00  -51.00        0.1328
  48  20  -85.00  -51.00        0.2299
  49  20  -83.00  -51.00        0.2622
  50  20  -81.00  -51.00        0.2537
  51  20  -79.00  -51.00        0.2453
  52  20  -77.00  -51.00        0.4452
  53  20  -75.00  -51.00        1.0449
  54  20  -73.00  -51.00        1.0449
  55  20  -71.00  -51.00        1.0788
  56  20  -69.00  -51.00        1.0788
  57  20  -67.00  -51.00        0.5926
  58  20  -65.00  -51.00        0.4305
  59  20  -63.00  -51.00        0.3932
  60  20  -61.00  -51.00        0.3558
  61  20  -59.00  -51.00        0.3412
  62  20  -57.00  -51.00        0.2971
  63  20  -55.00  -51.00        0.2971
  64  20  -53.00  -51.00        0.3085
  65  20  -51.00  -51.00        0.3085
  66  20  -49.00  -51.00        0.3563
  67  20  -47.00  -51.00        0.3722
  68  20  -45.00  -51.00        0.3633
  69  20  -43.00  -51.00        0.3544
  70  20  -41.00  -51.00        0.3375
  71  20  -39.00  -51.00        0.2867
  72  20  -37.00  -51.00        0.2867
  73  20  -35.00  -51.00        0.1637
  74  20  -33.00  -51.00        0.1637
  75  20  -31.00  -51.00        0.0411
  76  20  -29.00  -51.00        0.0003
  77  20  -27.00  -51.00       -0.0499
  78  20  -25.00  -51.00       -0.1001
  79  20  -23.00  -51.00       -0.0825
  80  20  -21.00  -51.00       -0.0296
  81  20  -19.00  -51.00       -0.0296
  82  20  -17.00  -51.00        0.0471
  83  20  -15.00  -51.00        0.0471
  84  20  -13.00  -51.00        0.0449
  85  20  -11.00  -51.00        0.0441
  86  20   -9.00  -51.00        0.0561
  87  20   -7.00  -51.00        0.0681
  88  20   -5.00  -51.00        0.0695
  89  20   -3.00  -51.00        0.0736
  90  20   -1.00  -51.00        0.0736
  91  20    1.00  -51.00        0.1252
  92  20    3.00  -51.00        0.1252
  93  20    5.00  -51.00        0.1878
  94  20    7.00  -51.00        0.2087
  95  20    9.00  -51.00        0.2625
  96  20   11.00  -51.00        0.3163
  97  20   13.00  -51.00        0.3151
  98  20   15.00  -51.00        0.3117
  99  20   17.00  -51.00        0.3117
 100  20   19.00  -51.00        0.2633
 101  20   21.00  -51.00        0.2633
 102  20   23.00  -51.00        0.2152
 103  20   25.00  -51.00        0.1991
 104  20   27.00  -51.00        0.1827
 105  20   29.00  -51.00        0.1663
 106  20   31.00  -51.00        0.1493
 107  20   33.00  -51.00        0.0982
 108  20   35.00  -51.00        0.0982
 109  20   37.00  -51.00       -0.0574
 110  20   39.00  -51.00       -0.0574
 111  20   41.00  -51.00       -0.0793
 112  20   43.00  -51.00       -0.0866
 113  20   45.00  -51.00       -0.0335
 114  20   47.00  -51.00        0.0196
 115  20   49.00  -51.00        0.0451
 116  20   51.00  -51.00        0.1215
 117  20   53.00  -51.00        0.1215
 118  20   55.00  -51.00        0.1356
 119  20   57.00  -51.00        0.1356
 120  20   59.00  -51.00        0.1431
 121  20   61.00  -51.00        0.1455
 122  20   63.00  -51.00        0.1613
 123  20   65.00  -51.00        0.1771
 124  20   67.00  -51.00        0.1924
 125  20   69.00  -51.00        0.2383
 126  20   71.00  -51.00        0.2383
 127  20   73.00  -51.00        0.3328
 128  20   75.00  -51.00        0.3328
 129  20   77.00  -51.00        0.4342
 130  20   79.00  -51.00        0.4681
 131  20   81.00  -51.00        0.4713
 132  20   83.00  -51.00        0.4746
 133  20   85.00  -51.00        0.4953
 134  20   87.00  -51.00        0.5573
 135  20   89.00  -51.00        0.5573
 136  20   91.00  -51.00        0.6425
 137  20   93.00  -51.00        0.6425
 138  20   95.00  -51.00        0.6910
 139  20   97.00  -51.00        0.7072
 140  20   99.00  -51.00        0.6955
 141  20  101.00  -51.00        0.6838
 142  20  103.00  -51.00        0.6833
 143  20  105.00  -51.00        0.6818
 144  20  107.00  -51.00        0.6818
 145  20  109.00  -51.00        0.6097
 146  20  111.00  -51.00        0.6097
 147  20  113.00  -51.00        0.5451
 148  20  115.00  -51.00        0.5236
 149  20  117.00  -51.00        0.4293
 150  20  119.00  -51.00        0.3350
 151  20  121.00  -51.00        0.3139
 152  20  123.00  -51.00        0.2506
 153  20  125.00  -51.00        0.2506
 154  20  127.00  -51.00        0.3731
 155  20  129.00  -51.00        0.3731
 156  20  131.00  -51.00        0.2910
 157  20  133.00  -51.00        0.2636
 158  20  135.00  -51.00        0.2557
 159  20  137.00  -51.00        0.2478
 160  20  139.00  -51.00        0.2289
 161  20  141.00  -51.00        0.1721
 162  20  143.00  -51.00        0.1721
 163  20  145.00  -51.00        0.1557
 164  20  147.00  -51.00        0.1557
 165  20  149.00  -51.00        0.1059
 166  20  151.00  -51.00        0.0893
 167  20  153.00  -51.00        0.0695
 168  20  155.00  -51.00        0.0497
 169  20  157.00  -51.00        0.0203
 170  20  159.00  -51.00       -0.0677
 171  20  161.00  -51.00       -0.0677
 172  20  163.00  -51.00       -0.1599
 173  20  165.00  -51.00       -0.1599
 174  20  167.00  -51.00       -0.0963
 175  20  169.00  -51.00       -0.0751
 176  20  171.00  -51.00       -0.1724
 177  20  173.00  -51.00       -0.2697
 178  20  175.00  -51.00       -0.2776
 179  20  177.00  -51.00       -0.3013
 180  20  179.00  -51.00       -0.3013
   1  21 -179.00  -49.00       -0.4531
   2  21 -177.00  -49.00       -0.4531
   3  21 -175.00  -49.00       -0.4868
   4  21 -173.00  -49.00       -0.4980
   5  21 -171.00  -49.00       -0.4507
   6  21 -169.00  -49.00       -0.4034
   7  21 -167.00  -49.00       -0.3293
   8  21 -165.00  -49.00       -0.1071
   9  21 -163.00  -49.00       -0.1071
  10  21 -161.00  -49.00        0.1101
  11  21 -159.00  -49.00        0.1101
  12  21 -157.00  -49.00        0.2507
  13  21 -155.00  -49.00        0.2975
  14  21 -153.00  -49.00        0.3768
  15  21 -151.00  -49.00        0.4561
  16  21 -149.00  -49.00        0.4816
  17  21 -147.00  -49.00        0.5581
  18  21 -145.00  -49.00        0.5581
  19  21 -143.00  -49.00        0.5458
  20  21 -141.00  -49.00        0.5458
  21  21 -139.00  -49.00        0.5347
  22  21 -137.00  -49.00        0.5309
  23  21 -135.00  -49.00        0.5295
  24  21 -133.00  -49.00        0.5281
  25  21 -131.00  -49.00        0.4879
  26  21 -129.00  -49.00        0.3672
  27  21 -127.00  -49.00        0.3672
  28  21 -125.00  -49.00        0.2235
  29  21 -123.00  -49.00        0.2235
  30  21 -121.00  -49.00        0.1106
  31  21 -119.00  -49.00        0.0729
  32  21 -117.00  -49.00        0.0511
  33  21 -115.00  -49.00        0.0292
  34  21 -113.00  -49.00        0.0429
  35  21 -111.00  -49.00        0.0838
  36  21 -109.00  -49.00        0.0838
  37  21 -107.00  -49.00        0.0946
  38  21 -105.00  -49.00        0.0946
  39  21 -103.00  -49.00        0.0937
  40  21 -101.00  -49.00        0.0935
  41  21  -99.00  -49.00        0.0903
  42  21  -97.00  -49.00        0.0871
  43  21  -95.00  -49.00        0.1058
  44  21  -93.00  -49.00        0.1622
  45  21  -91.00  -49.00        0.1622
  46  21  -89.00  -49.00        0.1983
  47  21  -87.00  -49.00        0.1983
  48  21  -85.00  -49.00        0.3254
  49  21  -83.00  -49.00        0.3677
  50  21  -81.00  -49.00        0.4051
  51  21  -79.00  -49.00        0.4425
  52  21  -77.00  -49.00        0.4857
  53  21  -75.00  -49.00        0.6153
  54  21  -73.00  -49.00        0.6153
  55  21  -71.00  -49.00        1.1999
  56  21  -69.00  -49.00        1.1999
  57  21  -67.00  -49.00        0.7261
  58  21  -65.00  -49.00        0.5681
  59  21  -63.00  -49.00        0.5333
  60  21  -61.00  -49.00        0.4986
  61  21  -59.00  -49.00        0.5061
  62  21  -57.00  -49.00        0.5286
  63  21  -55.00  -49.00        0.5286
  64  21  -53.00  -49.00        0.6679
  65  21  -51.00  -49.00        0.6679
  66  21  -49.00  -49.00        0.6372
  67  21  -47.00  -49.00        0.6269
  68  21  -45.00  -49.00        0.5721
  69  21  -43.00  -49.00        0.5173
  70  21  -41.00  -49.00        0.4925
  71  21  -39.00  -49.00        0.4182
  72  21  -37.00  -49.00        0.4182
  73  21  -35.00  -49.00        0.3066
  74  21  -33.00  -49.00        0.3066
  75  21  -31.00  -49.00        0.1412
  76  21  -29.00  -49.00        0.0861
  77  21  -27.00  -49.00        0.0001
  78  21  -25.00  -49.00       -0.0859
  79  21  -23.00  -49.00       -0.0797
  80  21  -21.00  -49.00       -0.0611
  81  21  -19.00  -49.00       -0.0611
  82  21  -17.00  -49.00        0.0768
  83  21  -15.00  -49.00        0.0768
  84  21  -13.00  -49.00        0.0504
  85  21  -11.00  -49.00        0.0416
  86  21   -9.00  -49.00        0.0118
  87  21   -7.00  -49.00       -0.0180
  88  21   -5.00  -49.00       -0.0058
  89  21   -3.00  -49.00        0.0308
  90  21   -1.00  -49.00        0.0308
  91  21    1.00  -49.00        0.1038
  92  21    3.00  -49.00        0.1038
  93  21    5.00  -49.00        0.1431
  94  21    7.00  -49.00        0.1561
  95  21    9.00  -49.00        0.2434
  96  21   11.00  -49.00        0.3306
  97  21   13.00  -49.00        0.3270
  98  21   15.00  -49.00        0.3161
  99  21   17.00  -49.00        0.3161
 100  21   19.00  -49.00        0.1934
 101  21   21.00  -49.00        0.1934
 102  21   23.00  -49.00        0.1224
 103  21   25.00  -49.00        0.0987
 104  21   27.00  -49.00        0.0932
 105  21   29.00  -49.00        0.0877
 106  21   31.00  -49.00        0.0774
 107  21   33.00  -49.00        0.0464
 108  21   35.00  -49.00        0.0464
 109  21   37.00  -49.00       -0.1425
 110  21   39.00  -49.00       -0.1425
 111  21   41.00  -49.00       -0.1754
 112  21   43.00  -49.00       -0.1864
 113  21   45.00  -49.00       -0.1205
 114  21   47.00  -49.00       -0.0546
 115  21   49.00  -49.00       -0.0183
 116  21   51.00  -49.00        0.0907
 117  21   53.00  -49.00        0.0907
 118  21   55.00  -49.00        0.0839
 119  21   57.00  -49.00        0.0839
 120  21   59.00  -49.00        0.0662
 121  21   61.00  -49.00        0.0603
 122  21   63.00  -49.00        0.0866
 123  21   65.00  -49.00        0.1129
 124  21   67.00  -49.00        0.1293
 125  21   69.00  -49.00        0.1782
 126  21   71.00  -49.00        0.1782
 127  21   73.00  -49.00        0.2270
 128  21   75.00  -49.00        0.2270
 129  21   77.00  -49.00        0.3121
 130  21   79.00  -49.00        0.3404
 131  21   81.00  -49.00        0.4141
 132  21   83.00  -49.00        0.4877
 133  21   85.00  -49.00        0.5172
 134  21   87.00  -49.00        0.6057
 135  21   89.00  -49.00        0.6057
 136  21   91.00  -49.00        0.6867
 137  21   93.00  -49.00        0.6867
 138  21   95.00  -49.00        0.7181
 139  21   97.00  -49.00        0.7286
 140  21   99.00  -49.00        0.7017
 141  21  101.00  -49.00        0.6748
 142  21  103.00  -49.00        0.6470
 143  21  105.00  -49.00        0.5638
 144  21  107.00  -49.00        0.5638
 145  21  109.00  -49.00        0.4536
 146  21  111.00  -49.00        0.4536
 147  21  113.00  -49.00        0.4074
 148  21  115.00  -49.00        0.3920
 149  21  117.00  -49.00        0.3431
 150  21  119.00  -49.00        0.2942
 151  21  121.00  -49.00        0.2898
 152  21  123.00  -49.00        0.2767
 153  21  125.00  -49.00        0.2767
 154  21  127.00  -49.00        0.4282
 155  21  129.00  -49.00        0.4282
 156  21  131.00  -49.00        0.3858
 157  21  133.00  -49.00        0.3717
 158  21  135.00  -49.00        0.3550
 159  21  137.00  -49.00        0.3383
 160  21  139.00  -49.00        0.3152
 161  21  141.00  -49.00        0.2459
 162  21  143.00  -49.00        0.2459
 163  21  145.00  -49.00        0.2789
 164  21  147.00  -49.00        0.2789
 165  21  149.00  -49.00        0.2435
 166  21  151.00  -49.00        0.2316
 167  21  153.00  -49.00        0.1857
 168  21  155.00  -49.00        0.1397
 169  21  157.00  -49.00        0.1006
 170  21  159.00  -49.00       -0.0166
 171  21  161.00  -49.00       -0.0166
 172  21  163.00  -49.00       -0.1852
 173  21  165.00  -49.00       -0.1852
 174  21  167.00  -49.00       -0.3261
 175  21  169.00  -49.00       -0.3731
 176  21  171.00  -49.00       -0.3523
 177  21  173.00  -49.00       -0.3315
 178  21  175.00  -49.00       -0.3471
 179  21  177.00  -49.00       -0.3938
 180  21  179.00  -49.00       -0.3938
   1  22 -179.00  -47.00       -0.5260
   2  22 -177.00  -47.00       -0.5260
   3  22 -175.00  -47.00       -0.5439
   4  22 -173.00  -47.00       -0.5499
   5  22 -171.00  -47.00       -0.4910
   6  22 -169.00  -47.00       -0.4321
   7  22 -167.00  -47.00       -0.3538
   8  22 -165.00  -47.00       -0.1191
   9  22 -163.00  -47.00       -0.1191
  10  22 -161.00  -47.00        0.1146
  11  22 -159.00  -47.00        0.1146
  12  22 -157.00  -47.00        0.2634
  13  22 -155.00  -47.00        0.3130
  14  22 -153.00  -47.00        0.3918
  15  22 -151.00  -47.00        0.4707
  16  22 -149.00  -47.00        0.4992
  17  22 -147.00  -47.00        0.5847
  18  22 -145.00  -47.00        0.5847
  19  22 -143.00  -47.00        0.5613
  20  22 -141.00  -47.00        0.5613
  21  22 -139.00  -47.00        0.5413
  22  22 -137.00  -47.00        0.5347
  23  22 -135.00  -47.00        0.5354
  24  22 -133.00  -47.00        0.5361
  25  22 -131.00  -47.00        0.5046
  26  22 -129.00  -47.00        0.4099
  27  22 -127.00  -47.00        0.4099
  28  22 -125.00  -47.00        0.2573
  29  22 -123.00  -47.00        0.2573
  30  22 -121.00  -47.00        0.1594
  31  22 -119.00  -47.00        0.1268
  32  22 -117.00  -47.00        0.0925
  33  22 -115.00  -47.00        0.0582
  34  22 -113.00  -47.00        0.0604
  35  22 -111.00  -47.00        0.0669
  36  22 -109.00  -47.00        0.0669
  37  22 -107.00  -47.00        0.0950
  38  22 -105.00  -47.00        0.0950
  39  22 -103.00  -47.00        0.0910
  40  22 -101.00  -47.00        0.0897
  41  22  -99.00  -47.00        0.0872
  42  22  -97.00  -47.00        0.0846
  43  22  -95.00  -47.00        0.1131
  44  22  -93.00  -47.00        0.1985
  45  22  -91.00  -47.00        0.1985
  46  22  -89.00  -47.00        0.2560
  47  22  -87.00  -47.00        0.2560
  48  22  -85.00  -47.00        0.4205
  49  22  -83.00  -47.00        0.4753
  50  22  -81.00  -47.00        0.5687
  51  22  -79.00  -47.00        0.6621
  52  22  -77.00  -47.00        0.6739
  53  22  -75.00  -47.00        0.7092
  54  22  -73.00  -47.00        0.7092
  55  22  -71.00  -47.00        1.2562
  56  22  -69.00  -47.00        1.2562
  57  22  -67.00  -47.00        0.8627
  58  22  -65.00  -47.00        0.7315
  59  22  -63.00  -47.00        0.7142
  60  22  -61.00  -47.00        0.6970
  61  22  -59.00  -47.00        0.7113
  62  22  -57.00  -47.00        0.7544
  63  22  -55.00  -47.00        0.7544
  64  22  -53.00  -47.00        0.9300
  65  22  -51.00  -47.00        0.9300
  66  22  -49.00  -47.00        0.8080
  67  22  -47.00  -47.00        0.7673
  68  22  -45.00  -47.00        0.6934
  69  22  -43.00  -47.00        0.6196
  70  22  -41.00  -47.00        0.5844
  71  22  -39.00  -47.00        0.4788
  72  22  -37.00  -47.00        0.4788
  73  22  -35.00  -47.00        0.3445
  74  22  -33.00  -47.00        0.3445
  75  22  -31.00  -47.00        0.2075
  76  22  -29.00  -47.00        0.1618
  77  22  -27.00  -47.00        0.0767
  78  22  -25.00  -47.00       -0.0084
  79  22  -23.00  -47.00       -0.0228
  80  22  -21.00  -47.00       -0.0660
  81  22  -19.00  -47.00       -0.0660
  82  22  -17.00  -47.00        0.1041
  83  22  -15.00  -47.00        0.1041
  84  22  -13.00  -47.00        0.0884
  85  22  -11.00  -47.00        0.0831
  86  22   -9.00  -47.00        0.0203
  87  22   -7.00  -47.00       -0.0425
  88  22   -5.00  -47.00       -0.0207
  89  22   -3.00  -47.00        0.0448
  90  22   -1.00  -47.00        0.0448
  91  22    1.00  -47.00        0.1443
  92  22    3.00  -47.00        0.1443
  93  22    5.00  -47.00        0.1592
  94  22    7.00  -47.00        0.1642
  95  22    9.00  -47.00        0.2939
  96  22   11.00  -47.00        0.4235
  97  22   13.00  -47.00        0.4210
  98  22   15.00  -47.00        0.4133
  99  22   17.00  -47.00        0.4133
 100  22   19.00  -47.00        0.1544
 101  22   21.00  -47.00        0.1544
 102  22   23.00  -47.00        0.1253
 103  22   25.00  -47.00        0.1155
 104  22   27.00  -47.00        0.1368
 105  22   29.00  -47.00        0.1580
 106  22   31.00  -47.00        0.1445
 107  22   33.00  -47.00        0.1040
 108  22   35.00  -47.00        0.1040
 109  22   37.00  -47.00        0.4512
 110  22   39.00  -47.00        0.4512
 111  22   41.00  -47.00       -0.0277
 112  22   43.00  -47.00       -0.1874
 113  22   45.00  -47.00       -0.1299
 114  22   47.00  -47.00       -0.0724
 115  22   49.00  -47.00        0.0174
 116  22   51.00  -47.00        0.2868
 117  22   53.00  -47.00        0.2868
 118  22   55.00  -47.00       -0.0899
 119  22   57.00  -47.00       -0.0899
 120  22   59.00  -47.00       -0.0873
 121  22   61.00  -47.00       -0.0864
 122  22   63.00  -47.00       -0.0072
 123  22   65.00  -47.00        0.0721
 124  22   67.00  -47.00        0.0951
 125  22   69.00  -47.00        0.1641
 126  22   71.00  -47.00        0.1641
 127  22   73.00  -47.00        0.1314
 128  22   75.00  -47.00        0.1314
 129  22   77.00  -47.00        0.2380
 130  22   79.00  -47.00        0.2735
 131  22   81.00  -47.00        0.3930
 132  22   83.00  -47.00        0.5126
 133  22   85.00  -47.00        0.5445
 134  22   87.00  -47.00        0.6405
 135  22   89.00  -47.00        0.6405
 136  22   91.00  -47.00        0.7781
 137  22   93.00  -47.00        0.7781
 138  22   95.00  -47.00        0.7983
 139  22   97.00  -47.00        0.8051
 140  22   99.00  -47.00        0.7598
 141  22  101.00  -47.00        0.7146
 142  22  103.00  -47.00        0.6654
 143  22  105.00  -47.00        0.5178
 144  22  107.00  -47.00        0.5178
 145  22  109.00  -47.00        0.3855
 146  22  111.00  -47.00        0.3855
 147  22  113.00  -47.00        0.3629
 148  22  115.00  -47.00        0.3553
 149  22  117.00  -47.00        0.3665
 150  22  119.00  -47.00        0.3778
 151  22  121.00  -47.00        0.3893
 152  22  123.00  -47.00        0.4240
 153  22  125.00  -47.00        0.4240
 154  22  127.00  -47.00        0.5315
 155  22  129.00  -47.00        0.5315
 156  22  131.00  -47.00        0.4920
 157  22  133.00  -47.00        0.4789
 158  22  135.00  -47.00        0.4568
 159  22  137.00  -47.00        0.4347
 160  22  139.00  -47.00        0.4100
 161  22  141.00  -47.00        0.3360
 162  22  143.00  -47.00        0.3360
 163  22  145.00  -47.00        0.3603
 164  22  147.00  -47.00        0.3603
 165  22  149.00  -47.00        0.3490
 166  22  151.00  -47.00        0.3452
 167  22  153.00  -47.00        0.2733
 168  22  155.00  -47.00        0.2015
 169  22  157.00  -47.00        0.1487
 170  22  159.00  -47.00       -0.0097
 171  22  161.00  -47.00       -0.0097
 172  22  163.00  -47.00       -0.2699
 173  22  165.00  -47.00       -0.2699
 174  22  167.00  -47.00       -0.3216
 175  22  169.00  -47.00       -0.3388
 176  22  171.00  -47.00       -0.3843
 177  22  173.00  -47.00       -0.4297
 178  22  175.00  -47.00       -0.4370
 179  22  177.00  -47.00       -0.4589
 180  22  179.00  -47.00       -0.4589
   1  23 -179.00  -45.00       -0.5421
   2  23 -177.00  -45.00       -0.5445
   3  23 -175.00  -45.00       -0.5537
   4  23 -173.00  -45.00       -0.5510
   5  23 -171.00  -45.00       -0.4975
   6  23 -169.00  -45.00       -0.4439
   7  23 -167.00  -45.00       -0.3579
   8  23 -165.00  -45.00       -0.1777
   9  23 -163.00  -45.00       -0.1528
  10  23 -161.00  -45.00        0.0620
  11  23 -159.00  -45.00        0.0888
  12  23 -157.00  -45.00        0.2202
  13  23 -155.00  -45.00        0.2850
  14  23 -153.00  -45.00        0.3518
  15  23 -151.00  -45.00        0.4186
  16  23 -149.00  -45.00        0.4563
  17  23 -147.00  -45.00        0.5172
  18  23 -145.00  -45.00        0.5243
  19  23 -143.00  -45.00        0.5236
  20  23 -141.00  -45.00        0.5273
  21  23 -139.00  -45.00        0.5248
  22  23 -137.00  -45.00        0.5287
  23  23 -135.00  -45.00        0.5309
  24  23 -133.00  -45.00        0.5331
  25  23 -131.00  -45.00        0.5235
  26  23 -129.00  -45.00        0.4844
  27  23 -127.00  -45.00        0.4793
  28  23 -125.00  -45.00        0.3579
  29  23 -123.00  -45.00        0.3534
  30  23 -121.00  -45.00        0.3015
  31  23 -119.00  -45.00        0.2764
  32  23 -117.00  -45.00        0.2207
  33  23 -115.00  -45.00        0.1649
  34  23 -113.00  -45.00        0.1465
  35  23 -111.00  -45.00        0.1321
  36  23 -109.00  -45.00        0.1335
  37  23 -107.00  -45.00        0.1260
  38  23 -105.00  -45.00        0.1106
  39  23 -103.00  -45.00        0.0797
  40  23 -101.00  -45.00        0.0514
  41  23  -99.00  -45.00        0.0203
  42  23  -97.00  -45.00       -0.0109
  43  23  -95.00  -45.00        0.0297
  44  23  -93.00  -45.00        0.1359
  45  23  -91.00  -45.00        0.1624
  46  23  -89.00  -45.00        0.2382
  47  23  -87.00  -45.00        0.2724
  48  23  -85.00  -45.00        0.4628
  49  23  -83.00  -45.00        0.6027
  50  23  -81.00  -45.00        0.7325
  51  23  -79.00  -45.00        0.8622
  52  23  -77.00  -45.00        0.9684
  53  23  -75.00  -45.00        1.1419
  54  23  -73.00  -45.00        1.1926
  55  23  -71.00  -45.00        1.2731
  56  23  -69.00  -45.00        1.2737
  57  23  -67.00  -45.00        1.0789
  58  23  -65.00  -45.00        1.0214
  59  23  -63.00  -45.00        0.9927
  60  23  -61.00  -45.00        0.9640
  61  23  -59.00  -45.00        0.9134
  62  23  -57.00  -45.00        0.9198
  63  23  -55.00  -45.00        0.9263
  64  23  -53.00  -45.00        1.0624
  65  23  -51.00  -45.00        1.0481
  66  23  -49.00  -45.00        0.9047
  67  23  -47.00  -45.00        0.8072
  68  23  -45.00  -45.00        0.7245
  69  23  -43.00  -45.00        0.6418
  70  23  -41.00  -45.00        0.6007
  71  23  -39.00  -45.00        0.4934
  72  23  -37.00  -45.00        0.4679
  73  23  -35.00  -45.00        0.2917
  74  23  -33.00  -45.00        0.2884
  75  23  -31.00  -45.00        0.2361
  76  23  -29.00  -45.00        0.2269
  77  23  -27.00  -45.00        0.1715
  78  23  -25.00  -45.00        0.1161
  79  23  -23.00  -45.00        0.0448
  80  23  -21.00  -45.00       -0.0337
  81  23  -19.00  -45.00       -0.0424
  82  23  -17.00  -45.00        0.0866
  83  23  -15.00  -45.00        0.1054
  84  23  -13.00  -45.00        0.1387
  85  23  -11.00  -45.00        0.1519
  86  23   -9.00  -45.00        0.0889
  87  23   -7.00  -45.00        0.0260
  88  23   -5.00  -45.00        0.0342
  89  23   -3.00  -45.00        0.0993
  90  23   -1.00  -45.00        0.1160
  91  23    1.00  -45.00        0.2093
  92  23    3.00  -45.00        0.2086
  93  23    5.00  -45.00        0.2231
  94  23    7.00  -45.00        0.2599
  95  23    9.00  -45.00        0.3981
  96  23   11.00  -45.00        0.5363
  97  23   13.00  -45.00        0.5468
  98  23   15.00  -45.00        0.5108
  99  23   17.00  -45.00        0.4821
 100  23   19.00  -45.00        0.1029
 101  23   21.00  -45.00        0.0830
 102  23   23.00  -45.00        0.0754
 103  23   25.00  -45.00        0.1203
 104  23   27.00  -45.00        0.1160
 105  23   29.00  -45.00        0.1116
 106  23   31.00  -45.00        0.0233
 107  23   33.00  -45.00       -0.0359
